"scenario","iteration","year","SpawnBio_re","LnQ_base_ResFish_3_re"
"IRFSelex_poorrec_qprior_25_yrfwd",3,1949,-0.0206771243413482,0.0167638654583533
"IRFSelex_SQ_25_yrfwd",3,1949,-0.0112676397553147,0.0104356701098501
"LRF_poorrec_25_yrfwd",3,1949,-0.00685119011568039,0.0244045175980013
"LRF_SQ_25_yrfwd",3,1949,-0.121066263655095,0.0235664803841551
"LRFSelex_poorrec_25_yrfwd",3,1949,-0.00416449639634174,0.0286836573379757
"XLRF_poorrec_25_yrfwd",3,1949,-0.00206892374780449,0.00639061897709529
"XLRF_SQ_25_yrfwd",3,1949,-0.118835769544765,-0.00613780328129798
"HRF_poorrec_25_yrfwd",4,1949,-0.0276785173520683,0.000914506158871287
"HRF_SQ_25_yrfwd",4,1949,-0.111488259534269,-0.0016105296176709
"HRFSelex_poorrec_25_yrfwd",4,1949,-0.0146375143843498,0.0138533637752562
"IRF_poorrec_25_yrfwd",4,1949,-0.0265907576767004,0.0103030198990922
"IRF_SQ_25_yrfwd",4,1949,-0.108988065155697,0.00670273712005473
"IRFSelex_SQ_25_yrfwd",4,1949,-0.0289019441584399,0.0113969939901652
"LRF_poorrec_25_yrfwd",4,1949,-0.0247083762340257,0.00653419332285661
"LRF_SQ_25_yrfwd",4,1949,-0.109384111495549,0.0115421289266414
"XLRF_poorrec_25_yrfwd",4,1949,-0.020398522197323,0.0255687182712401
"XLRF_SQ_25_yrfwd",4,1949,-0.102729075146756,0.0159242676537924
"HRF_poorrec_25_yrfwd",5,1949,0.0732602507419295,0.0270528400410123
"HRF_SQ_25_yrfwd",5,1949,0.0292636939703766,-0.00979114614463864
"HRFSelex_poorrec_25_yrfwd",5,1949,0.0764871903579433,0.0269435986909765
"IRF_poorrec_25_yrfwd",5,1949,0.0668209072739385,0.0294155743832156
"IRF_SQ_25_yrfwd",5,1949,0.0320433075457762,-0.00696023458799624
"IRFSelex_SQ_25_yrfwd",5,1949,0.107140694082733,0.013332126476514
"LRF_poorrec_25_yrfwd",5,1949,0.0707334504269881,0.0265003909279741
"LRF_SQ_25_yrfwd",5,1949,0.0359357384441938,-0.00198663197993696
"LRFSelex_poorrec_25_yrfwd",5,1949,0.0707964387378111,0.0274164576775602
"XLRF_poorrec_25_yrfwd",5,1949,0.0715837926230996,0.0206200851146176
"XLRF_SQ_25_yrfwd",5,1949,0.037077712552968,-0.00770463635895454
"HRF_poorrec_25_yrfwd",6,1949,0.0154054872509237,0.00527635720672988
"HRF_SQ_25_yrfwd",6,1949,0.0109022081405746,-0.0170915895084607
"IRF_poorrec_25_yrfwd",6,1949,0.0173581248864393,0.00652014800642342
"IRF_SQ_25_yrfwd",6,1949,0.00665017688450023,-0.0155216352493745
"IRFSelex_SQ_25_yrfwd",6,1949,-0.0180098116407244,0.0167451383697758
"LRF_poorrec_25_yrfwd",6,1949,0.0157688813518261,0.0069212198201264
"LRF_SQ_25_yrfwd",6,1949,0.0114075924270108,-0.00839129627346545
"XLRF_poorrec_25_yrfwd",6,1949,0.0173799285324934,0.024445092956586
"XLRF_SQ_25_yrfwd",6,1949,0.0123843447498346,-0.0234291484012528
"HRF_poorrec_25_yrfwd",9,1949,-0.0236593785960874,-0.0112783890958405
"HRF_SQ_25_yrfwd",9,1949,0.0256992769117131,0.0010830499560694
"HRFSelex_poorrec_25_yrfwd",9,1949,-0.0260626249167222,-0.00933545365591773
"IRF_poorrec_25_yrfwd",9,1949,-0.0307140694082733,-0.0115296442009229
"IRF_SQ_25_yrfwd",9,1949,0.0300703650429575,0.00318828683033104
"IRFSelex_poorrec_25_yrfwd",9,1949,-0.0215565380655321,-0.00303534894028087
"IRFSelex_poorrec_qprior_25_yrfwd",9,1949,-0.0201683726000848,-0.00177439164272452
"IRFSelex_SQ_25_yrfwd",9,1949,-0.0399612379625704,-0.0211241559154971
"LRF_poorrec_25_yrfwd",9,1949,-0.0200399733510992,-0.00881889812931982
"LRF_SQ_25_yrfwd",9,1949,0.0291446370952066,-0.0103545193926805
"LRFSelex_poorrec_25_yrfwd",9,1949,-0.025638665132336,-0.012868631034219
"XLRF_poorrec_25_yrfwd",9,1949,-0.0245024529101811,-0.0152844254607253
"XLRF_SQ_25_yrfwd",9,1949,0.0334671305835244,0.0132306880800521
"HRF_poorrec_25_yrfwd",10,1949,0.0345054811943553,0.0185288935567892
"HRF_SQ_25_yrfwd",10,1949,-0.0115728142129612,0.0301162796141596
"IRF_poorrec_25_yrfwd",10,1949,0.0338852885954818,-0.00198195020779261
"IRF_SQ_25_yrfwd",10,1949,-0.00719200715313153,0.0262819082279025
"IRFSelex_poorrec_25_yrfwd",10,1949,0.0492350554176003,0.0209431273925806
"IRFSelex_poorrec_qprior_25_yrfwd",10,1949,0.0383865301919932,0.0121975770268563
"IRFSelex_SQ_25_yrfwd",10,1949,-0.0495112349342862,0.00161365079910051
"LRF_poorrec_25_yrfwd",10,1949,0.0295027557385984,0.00437433577357705
"LRF_SQ_25_yrfwd",10,1949,-0.0106762430509662,0.0344250705777152
"LRFSelex_poorrec_25_yrfwd",10,1949,0.047929259281691,0.0197399119514719
"XLRF_poorrec_25_yrfwd",10,1949,0.0316710072073162,0.0257793980177377
"XLRF_SQ_25_yrfwd",10,1949,-0.00543288107918986,0.0369657122614053
"HRF_poorrec_25_yrfwd",11,1949,-0.0178184240809158,0.0142341479096668
"HRF_SQ_25_yrfwd",11,1949,0.0599414920499164,0.00431815450784439
"HRFSelex_poorrec_25_yrfwd",11,1949,-0.0148313245714977,0.0128155709499161
"IRF_poorrec_25_yrfwd",11,1949,-0.0191363333535218,0.0208822643547036
"IRF_SQ_25_yrfwd",11,1949,0.0521371923959103,-0.00296044058597052
"IRFSelex_poorrec_25_yrfwd",11,1949,-0.0124716855429714,0.0139064238595594
"LRF_poorrec_25_yrfwd",11,1949,-0.0178862576464175,0.0100158712075695
"LRF_SQ_25_yrfwd",11,1949,0.056651634723788,0.0065029815085606
"LRFSelex_poorrec_25_yrfwd",11,1949,-0.0103494639937011,0.0182027300973965
"XLRF_poorrec_25_yrfwd",11,1949,-0.0189255647749985,0.0221010857029604
"XLRF_SQ_25_yrfwd",11,1949,0.0555874120436962,-0.00471766573083236
"HRF_poorrec_25_yrfwd",12,1949,-0.00976561080491792,7.80295357399636e-05
"HRF_SQ_25_yrfwd",12,1949,0.0440704816701007,-0.0078684983840083
"HRFSelex_poorrec_25_yrfwd",12,1949,-0.014901580764339,0.00380784134410557
"IRF_poorrec_25_yrfwd",12,1949,-0.0136442371752166,0.00706791534731734
"IRF_SQ_25_yrfwd",12,1949,0.0437740543482486,0.00890160943720427
"IRFSelex_poorrec_qprior_25_yrfwd",12,1949,-0.0248561565017261,0.00235024961648484
"LRF_poorrec_25_yrfwd",12,1949,-0.0129319847374478,0.0105027755105863
"LRF_SQ_25_yrfwd",12,1949,0.0435310811336158,-0.0149317319591812
"LRFSelex_poorrec_25_yrfwd",12,1949,-0.0210671673429835,0.00536531087747342
"XLRF_poorrec_25_yrfwd",12,1949,-0.013620010901823,-0.0158072233501825
"XLRF_SQ_25_yrfwd",12,1949,0.0440194572950278,0.0140952553360498
"HRF_poorrec_25_yrfwd",14,1949,0.0391569256859064,0.0175925391279107
"HRF_SQ_25_yrfwd",14,1949,-0.0732321268903316,0.00321637746319744
"IRF_poorrec_25_yrfwd",14,1949,0.0392489855248017,0.0203891176888276
"IRF_SQ_25_yrfwd",14,1949,-0.0714559926913657,0.020247103933781
"IRFSelex_poorrec_25_yrfwd",14,1949,0.0456737932287565,0.0212209125398146
"IRFSelex_poorrec_qprior_25_yrfwd",14,1949,0.0348543395312216,0.0121164263096868
"IRFSelex_SQ_25_yrfwd",14,1949,0.0343698140633517,0.0103654435276841
"LRF_poorrec_25_yrfwd",14,1949,0.0431833323239053,0.0225989141409807
"LRF_SQ_25_yrfwd",14,1949,-0.0605173385685962,0.00315395383460555
"XLRF_poorrec_25_yrfwd",14,1949,0.0421876324874327,0.0208198407261117
"XLRF_SQ_25_yrfwd",14,1949,-0.0606072386580105,0.0151158816635273
"HRF_poorrec_25_yrfwd",15,1949,0.0133341408757798,0.0186474984511137
"HRF_SQ_25_yrfwd",15,1949,-0.196210589744587,-0.00561812657327045
"HRFSelex_poorrec_25_yrfwd",15,1949,0.0117400520864878,0.0151783052921192
"IRF_poorrec_25_yrfwd",15,1949,0.0146350917570104,0.0239394615649916
"IRF_SQ_25_yrfwd",15,1949,-0.195114780546593,-0.00136395628473282
"IRFSelex_poorrec_25_yrfwd",15,1949,0.00855914238992185,0.0163627936446504
"IRFSelex_poorrec_qprior_25_yrfwd",15,1949,-0.000230149597238161,0.00920904580801936
"IRFSelex_SQ_25_yrfwd",15,1949,0.00941190721337299,5.93024471624112e-05
"LRF_poorrec_25_yrfwd",15,1949,0.0155605354006419,0.0334309742923892
"LRF_SQ_25_yrfwd",15,1949,-0.194577809742254,-0.0167232900997685
"LRFSelex_poorrec_25_yrfwd",15,1949,0.0239743201502029,0.0200348635965686
"XLRF_poorrec_25_yrfwd",15,1949,0.0162727878384108,0.0394142790929222
"XLRF_SQ_25_yrfwd",15,1949,-0.192842980989776,-0.0145509478247706
"HRF_poorrec_25_yrfwd",16,1949,-0.099642662467446,0.0394017943672039
"HRF_SQ_25_yrfwd",16,1949,-0.0266590211095129,0.0144182976140129
"IRF_poorrec_25_yrfwd",16,1949,-0.0948797771182848,0.035319289057294
"IRF_SQ_25_yrfwd",16,1949,-0.0290741748629632,0.0191749781127153
"IRFSelex_poorrec_25_yrfwd",16,1949,-0.0999091514747744,0.0349712773278942
"IRFSelex_poorrec_qprior_25_yrfwd",16,1949,-0.115055417600388,0.0201284990394565
"IRFSelex_SQ_25_yrfwd",16,1949,-0.166390890921204,0.0142669203146776
"LRF_poorrec_25_yrfwd",16,1949,-0.0991048391981103,0.0379129908252872
"LRF_SQ_25_yrfwd",16,1949,-0.0307093845974421,0.0213566839320019
"LRFSelex_poorrec_25_yrfwd",16,1949,-0.101025982678215,0.0412245643220873
"XLRF_poorrec_25_yrfwd",16,1949,-0.0989255647749985,0.0509564080195636
"XLRF_SQ_25_yrfwd",16,1949,-0.022854060568363,0.0165453827582817
"HRF_poorrec_25_yrfwd",17,1949,-0.0192501968384713,0.00904050201082125
"HRF_SQ_25_yrfwd",17,1949,0.0610057147300081,0.0315754319324951
"IRF_poorrec_25_yrfwd",17,1949,-0.0166797892314215,0.023613298105599
"IRF_SQ_25_yrfwd",17,1949,0.0640380204486256,0.0311774813002218
"IRFSelex_poorrec_25_yrfwd",17,1949,-0.00938768093997941,0.0130449777849912
"IRFSelex_poorrec_qprior_25_yrfwd",17,1949,-0.0153836836048695,0.00761568268821114
"IRFSelex_SQ_25_yrfwd",17,1949,0.0284367997092847,0.00894530597721861
"LRF_poorrec_25_yrfwd",17,1949,-0.0131354854339531,0.00991131162967806
"LRF_SQ_25_yrfwd",17,1949,0.0629397815184854,0.0470486888697111
"LRFSelex_poorrec_25_yrfwd",17,1949,-0.00152383259645084,0.014355873985421
"XLRF_poorrec_25_yrfwd",17,1949,-0.019947913512204,0.0175176307736005
"XLRF_SQ_25_yrfwd",17,1949,0.0617807992846867,0.0183213349917211
"HRF_poorrec_25_yrfwd",19,1949,-0.0633807764520622,-0.017182103769919
"HRF_SQ_25_yrfwd",19,1949,0.005019826614314,-0.00119073071539036
"HRFSelex_poorrec_25_yrfwd",19,1949,-0.0720610502089516,-0.0213816533834387
"IRF_poorrec_25_yrfwd",19,1949,-0.0657597964993035,-0.0224350521159268
"IRF_SQ_25_yrfwd",19,1949,0.00813717295805305,-0.00926834825518149
"IRFSelex_poorrec_qprior_25_yrfwd",19,1949,-0.0499133910726183,-0.0089515483400777
"IRFSelex_SQ_25_yrfwd",19,1949,0.0198921930833989,-0.00355970742045275
"LRF_poorrec_25_yrfwd",19,1949,-0.0654109381624372,-0.0224459762509304
"LRF_SQ_25_yrfwd",19,1949,0.0154458072542082,-0.0018649059041828
"LRFSelex_poorrec_25_yrfwd",19,1949,-0.0552940463933135,-0.0213161085734172
"XLRF_poorrec_25_yrfwd",19,1949,-0.0621936890557809,-0.0286914602915495
"XLRF_SQ_25_yrfwd",19,1949,0.0106713835866734,0.00658569281644492
"HRF_poorrec_25_yrfwd",20,1949,0.062256677366604,0.00644211847068359
"HRF_SQ_25_yrfwd",20,1949,0.130636978579481,0.0253986138833271
"HRFSelex_poorrec_25_yrfwd",20,1949,0.0635503603658167,0.0101797332326233
"IRF_poorrec_25_yrfwd",20,1949,0.0636981406335171,0.027009143500998
"IRF_SQ_25_yrfwd",20,1949,0.118765307312522,0.0199521522886844
"IRFSelex_poorrec_25_yrfwd",20,1949,0.0770589304100297,0.0147850364319903
"IRFSelex_poorrec_qprior_25_yrfwd",20,1949,0.0693162134334686,0.00863006665282941
"IRFSelex_SQ_25_yrfwd",20,1949,0.00320029071528073,0.00110021645393221
"LRF_poorrec_25_yrfwd",20,1949,0.0626854824056689,0.0258636699163367
"LRF_SQ_25_yrfwd",20,1949,0.125515103215022,0.0047036204143993
"XLRF_poorrec_25_yrfwd",20,1949,0.0654569680818847,0.05094548388456
"XLRF_SQ_25_yrfwd",20,1949,0.126282898573261,0.00696491636014074
"HRF_poorrec_25_yrfwd",21,1949,-0.0297668221185876,-0.00925274234803355
"HRF_SQ_25_yrfwd",21,1949,0.0296062862030088,0.00191328421634163
"HRFSelex_poorrec_25_yrfwd",21,1949,-0.025784022772697,-0.00248758159938694
"IRF_poorrec_25_yrfwd",21,1949,-0.0253382593422567,-0.00371108471978805
"IRF_SQ_25_yrfwd",21,1949,0.0256628309295183,0.00315551442532029
"IRFSelex_poorrec_25_yrfwd",21,1949,-0.0268814729574223,-0.00173537687485467
"IRFSelex_poorrec_qprior_25_yrfwd",21,1949,-0.0261474168735994,-0.00102842928105148
"IRFSelex_SQ_25_yrfwd",21,1949,0.0016667676094725,-0.0128046468149123
"LRF_poorrec_25_yrfwd",21,1949,-0.0256217067409606,0.00128904793042261
"LRF_SQ_25_yrfwd",21,1949,0.0379232593398904,0.00937134724235824
"LRFSelex_poorrec_25_yrfwd",21,1949,-0.0324777421113197,-0.00334278531109596
"XLRF_poorrec_25_yrfwd",21,1949,-0.0294010053903459,0.0080042697761958
"XLRF_SQ_25_yrfwd",21,1949,0.0368663258562375,0.006762039567217
"HRF_poorrec_25_yrfwd",22,1949,0.0347889285930593,0.0207979924561046
"HRF_SQ_25_yrfwd",22,1949,0.10602865140147,0.0251145863732341
"HRFSelex_poorrec_25_yrfwd",22,1949,0.0249942462600691,0.0242250496657996
"IRF_poorrec_25_yrfwd",22,1949,0.0370855793107625,0.0255484305919477
"IRF_SQ_25_yrfwd",22,1949,0.104179625238114,0.0118558076603156
"IRFSelex_poorrec_25_yrfwd",22,1949,0.0276082611592272,0.023883280299259
"IRFSelex_poorrec_qprior_25_yrfwd",22,1949,0.0145333414087577,0.013471019050131
"IRFSelex_SQ_25_yrfwd",22,1949,0.0239743201502029,0.00897807838222936
"LRF_poorrec_25_yrfwd",22,1949,0.0392465628974623,0.0364070207855078
"LRF_SQ_25_yrfwd",22,1949,0.112311938731874,0.0237241000463496
"LRFSelex_poorrec_25_yrfwd",22,1949,0.0319132699412512,0.0319702613833388
"XLRF_poorrec_25_yrfwd",22,1949,0.0385003936769427,0.0221915999644185
"XLRF_SQ_25_yrfwd",22,1949,0.106206021848151,0.0125736793891225
"HRF_poorrec_25_yrfwd",23,1949,-0.0463593967657925,0.0335885939545837
"HRF_SQ_25_yrfwd",23,1949,0.0451322746180461,0.00639686133995452
"HRFSelex_poorrec_25_yrfwd",23,1949,-0.0552407485918479,0.0345187060206029
"IRF_poorrec_25_yrfwd",23,1949,-0.0446417539821937,0.029250151767447
"IRF_SQ_25_yrfwd",23,1949,0.0506939315009912,0.00719900496736035
"IRFSelex_poorrec_25_yrfwd",23,1949,-0.0627193991884198,0.0329315852636541
"IRFSelex_poorrec_qprior_25_yrfwd",23,1949,-0.0781394222033796,0.0186615437675469
"IRFSelex_SQ_25_yrfwd",23,1949,-0.0608515535097813,0.0276130921076246
"LRF_poorrec_25_yrfwd",23,1949,-0.0412428078250863,0.03839209217473
"LRF_SQ_25_yrfwd",23,1949,0.0492215138203164,0.0162597946574738
"LRFSelex_poorrec_25_yrfwd",23,1949,-0.0498722064078493,0.0363882936969302
"XLRF_poorrec_25_yrfwd",23,1949,-0.0452207619162982,0.0399386375730943
"XLRF_SQ_25_yrfwd",23,1949,0.0518480542704971,0.011091118210065
"HRF_poorrec_25_yrfwd",26,1949,0.162517109805584,0.00361588868618555
"HRF_SQ_25_yrfwd",26,1949,0.00400662830929513,0.0162051739824558
"HRFSelex_poorrec_25_yrfwd",26,1949,0.159336200109018,0.00913569804442389
"IRF_poorrec_25_yrfwd",26,1949,0.162834473987039,0.00447109239789456
"IRF_SQ_25_yrfwd",26,1949,0.00277718384325297,0.0134897461387085
"IRFSelex_poorrec_25_yrfwd",26,1949,0.14241899339834,-0.00102530809962186
"IRFSelex_poorrec_qprior_25_yrfwd",26,1949,0.142954394040337,-0.000591463880908126
"IRFSelex_SQ_25_yrfwd",26,1949,0.0714820422748472,-0.00570395906258438
"LRF_poorrec_25_yrfwd",26,1949,0.166768820786143,-0.00552293053966781
"LRF_SQ_25_yrfwd",26,1949,0.00140924464487017,0.00524826657386362
"LRFSelex_poorrec_25_yrfwd",26,1949,0.160305251044758,0.00900929019652523
"XLRF_poorrec_25_yrfwd",26,1949,0.165758585185634,-0.00618462100274193
"XLRF_SQ_25_yrfwd",26,1949,0.00130962562687075,0.0307576823979413
"HRF_poorrec_25_yrfwd",27,1949,0.0187002604324389,0.0292876059446023
"HRF_SQ_25_yrfwd",27,1949,-0.101553084787933,-0.000997217466755465
"HRFSelex_poorrec_25_yrfwd",27,1949,0.0270849736539277,0.0347387493113893
"IRF_poorrec_25_yrfwd",27,1949,0.0213360789776512,0.0170556959220205
"IRF_SQ_25_yrfwd",27,1949,-0.103538175951483,9.2074852173024e-05
"IRFSelex_poorrec_25_yrfwd",27,1949,0.0293380170795228,0.0308513178408292
"IRFSelex_poorrec_qprior_25_yrfwd",27,1949,0.0132832657016534,0.0180856857937867
"IRFSelex_SQ_25_yrfwd",27,1949,0.0125443643631518,0.0326522395257054
"LRF_poorrec_25_yrfwd",27,1949,0.0239670522681849,0.0333217329423533
"LRF_SQ_25_yrfwd",27,1949,-0.0983798546048284,-0.0294967251003849
"XLRF_poorrec_25_yrfwd",27,1949,0.0255877899582097,0.0394174002743519
"XLRF_SQ_25_yrfwd",27,1949,-0.0895647863779498,-0.00648113323855343
"HRF_poorrec_25_yrfwd",28,1949,-0.0482078614257161,-0.00615965155130515
"HRF_SQ_25_yrfwd",28,1949,0.0674760914356801,0.00631258944135532
"IRF_poorrec_25_yrfwd",28,1949,-0.0485785234086367,0.00278409383519858
"IRF_SQ_25_yrfwd",28,1949,0.0725663802822376,0.00692434100155602
"IRFSelex_poorrec_25_yrfwd",28,1949,-0.0362861122887772,0.00510937400024664
"IRFSelex_SQ_25_yrfwd",28,1949,-0.0277293925261947,0.00969751070175088
"LRF_poorrec_25_yrfwd",28,1949,-0.0481351826055357,0.00650610268999022
"LRF_SQ_25_yrfwd",28,1949,0.0647353535746218,0.00773740876396543
"LRFSelex_poorrec_25_yrfwd",28,1949,-0.05377990430622,0.0033146946782297
"XLRF_poorrec_25_yrfwd",28,1949,-0.0488135182605535,-0.0122287888411522
"XLRF_SQ_25_yrfwd",28,1949,0.0662806632196866,0.040995157487012
"HRF_poorrec_25_yrfwd",29,1949,-0.0630973290533583,0.0275647137954659
"HRF_SQ_25_yrfwd",29,1949,0.12239289740699,0.00620178750060475
"HRFSelex_poorrec_25_yrfwd",29,1949,-0.0811895100236206,0.00979426732606825
"IRF_poorrec_25_yrfwd",29,1949,-0.0667482284537581,0.0133165205693659
"IRF_SQ_25_yrfwd",29,1949,0.120781984993974,0.0152063959249856
"IRFSelex_poorrec_25_yrfwd",29,1949,-0.0767052268184846,0.00889692766505978
"IRFSelex_poorrec_qprior_25_yrfwd",29,1949,-0.0805184422506208,0.005245145392434
"IRFSelex_SQ_25_yrfwd",29,1949,-0.0205414572103446,0.015935191788796
"LRF_poorrec_25_yrfwd",29,1949,-0.0692047725758585,0.0121398351704087
"LRF_SQ_25_yrfwd",29,1949,0.127446740271352,0.0109022867335744
"LRFSelex_poorrec_25_yrfwd",29,1949,-0.0868439222336624,0.00982860032179388
"XLRF_poorrec_25_yrfwd",29,1949,-0.0698976439949125,0.0138814544081226
"XLRF_SQ_25_yrfwd",29,1949,0.12308780080084,0.0217296651128385
"HRF_poorrec_25_yrfwd",30,1949,-0.00329235055417604,0.0157713297637422
"HRF_SQ_25_yrfwd",30,1949,0.0235902694087004,0.0339568933632759
"HRFSelex_poorrec_25_yrfwd",30,1949,-0.0133898613045848,0.0322855007077279
"IRF_poorrec_25_yrfwd",30,1949,-0.00339652352976814,0.0329955694829607
"IRF_SQ_25_yrfwd",30,1949,0.0214545348520777,0.0313366615531311
"IRFSelex_poorrec_25_yrfwd",30,1949,-0.0193374114226879,0.0335386550517103
"IRFSelex_poorrec_qprior_25_yrfwd",30,1949,-0.0361746714311671,0.0185928777760959
"LRF_poorrec_25_yrfwd",30,1949,0.00345708921325188,0.0256732778491314
"LRF_SQ_25_yrfwd",30,1949,0.0244212378027445,0.0293593931174829
"LRFSelex_poorrec_25_yrfwd",30,1949,-0.0134964569075162,0.0379176725974317
"XLRF_poorrec_25_yrfwd",30,1949,0.00196475077221239,0.0197336695886127
"XLRF_SQ_25_yrfwd",30,1949,0.0225187575321695,0.0511062247281842
"HRF_poorrec_25_yrfwd",31,1949,-0.0562679425837321,-0.015033170355643
"HRF_SQ_25_yrfwd",31,1949,-0.0728190724254559,-0.00436185104785859
"HRFSelex_poorrec_25_yrfwd",31,1949,-0.058603355338865,-0.0156792549115691
"IRF_poorrec_25_yrfwd",31,1949,-0.0542765429107867,-0.0170463323777315
"IRF_SQ_25_yrfwd",31,1949,-0.0736087353730125,-0.0148490206512968
"IRFSelex_poorrec_qprior_25_yrfwd",31,1949,-0.0570771001150748,-0.00864879374140697
"IRFSelex_SQ_25_yrfwd",31,1949,-0.0138816546544728,0.00167295324626279
"LRF_poorrec_25_yrfwd",31,1949,-0.0553618799588153,-0.0245839855302028
"LRF_SQ_25_yrfwd",31,1949,-0.0669318314349027,-0.00295731940454091
"LRFSelex_poorrec_25_yrfwd",31,1949,-0.0481472957422324,-0.0101173096040313
"XLRF_poorrec_25_yrfwd",31,1949,-0.053620010901823,-0.00488777011874535
"XLRF_SQ_25_yrfwd",31,1949,-0.0696531314387902,-0.00108929231892849
"HRF_poorrec_25_yrfwd",33,1949,-0.0763733268729938,0.00723645914451545
"HRF_SQ_25_yrfwd",33,1949,6.07433036582047e-05,-0.00153874244479016
"HRFSelex_poorrec_25_yrfwd",33,1949,-0.0761746714311671,0.00418862547851612
"IRF_poorrec_25_yrfwd",33,1949,-0.0696190418508873,0.0171025136434644
"IRF_SQ_25_yrfwd",33,1949,0.0037344983089064,0.0140687252938983
"IRFSelex_poorrec_25_yrfwd",33,1949,-0.0674120283447399,0.00729264041024811
"IRFSelex_poorrec_qprior_25_yrfwd",33,1949,-0.0706874205075405,0.0041340048034982
"IRFSelex_SQ_25_yrfwd",33,1949,-0.0176391496578039,-0.00676516074864647
"LRF_poorrec_25_yrfwd",33,1949,-0.0748737205499364,0.00794652791974827
"LRF_SQ_25_yrfwd",33,1949,0.0036008630408583,0.0111629053829456
"LRFSelex_poorrec_25_yrfwd",33,1949,-0.0664599358003755,0.00952740631383803
"XLRF_poorrec_25_yrfwd",33,1949,-0.0760099327720913,0.00549483990680155
"XLRF_SQ_25_yrfwd",33,1949,0.0138907786805583,0.00580695804976099
"HRF_poorrec_25_yrfwd",35,1949,0.0591314880988432,0.025954184177795
"HRF_SQ_25_yrfwd",35,1949,0.0447775337246822,0.00938071078664694
"HRFSelex_poorrec_25_yrfwd",35,1949,0.0433892556477501,0.0261398944728559
"IRF_poorrec_25_yrfwd",35,1949,0.0576561080491793,0.0403116187539308
"IRF_SQ_25_yrfwd",35,1949,0.0520885977529837,0.00910136504869826
"IRFSelex_poorrec_25_yrfwd",35,1949,0.0643401368784447,0.0305033061114294
"IRFSelex_poorrec_qprior_25_yrfwd",35,1949,0.046175277088002,0.0174630100985826
"IRFSelex_SQ_25_yrfwd",35,1949,0.0508945551450548,0.0223102048587432
"LRF_poorrec_25_yrfwd",35,1949,0.0595287989824966,0.0263849072150791
"LRF_SQ_25_yrfwd",35,1949,0.0454214127434591,0.00789346783544508
"LRFSelex_poorrec_25_yrfwd",35,1949,0.0463981588032222,0.035696952010275
"XLRF_poorrec_25_yrfwd",35,1949,0.0668524014293501,0.0608130989742238
"XLRF_SQ_25_yrfwd",35,1949,0.046058002565797,0.0101157490133165
"HRF_poorrec_25_yrfwd",36,1949,0.0407243655744656,-0.00928551475304431
"HRF_SQ_25_yrfwd",36,1949,0.0486748240873926,-0.00464743914866651
"HRFSelex_poorrec_25_yrfwd",36,1949,0.00966143782932593,-0.0109990433578918
"IRF_poorrec_25_yrfwd",36,1949,0.0370371267639756,-0.00135927451258847
"IRF_SQ_25_yrfwd",36,1949,0.0577085682074406,-0.0015309394912162
"IRFSelex_poorrec_25_yrfwd",36,1949,0.028536127430198,-0.00473639281940991
